id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
404,Luxio,127,9,305,electric,"rivalry, intimidate, guts","headbutt, tackle, take-down, double-edge, leer",60,85,49,60,49,60
405,Luxray,235,14,420,electric,"rivalry, intimidate, guts","headbutt, tackle, body-slam, take-down, double-edge",80,120,79,95,79,70
406,Budew,56,2,12,"grass, poison","natural-cure, poison-point, leaf-guard","swords-dance, cut, poison-sting, pin-missile, absorb",40,30,35,50,70,55
407,Roserade,232,9,145,"grass, poison","natural-cure, poison-point, technician","swords-dance, cut, body-slam, poison-sting, pin-missile",60,70,65,125,105,90
408,Cranidos,70,9,315,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, whirlwind, slam",67,125,40,30,30,58
409,Rampardos,173,16,1025,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, cut, whirlwind",97,165,60,65,50,58
410,Shieldon,70,5,570,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge",30,42,118,42,88,30
411,Bastiodon,173,13,1495,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge",60,52,168,47,138,30
412,Burmy-Plant,45,2,34,bug,"shed-skin, overcoat","tackle, string-shot, snore, protect, hidden-power",40,29,45,29,45,36
413,Wormadam-Plant,148,5,65,"bug, grass","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, growth",60,59,85,79,105,36
414,Mothim-Plant,148,9,233,"bug, flying","swarm, tinted-lens","gust, tackle, psybeam, hyper-beam, solar-beam",70,94,50,94,50,66
415,Combee,49,3,55,"bug, flying","honey-gather, hustle","gust, string-shot, swift, snore, mud-slap",30,30,42,30,42,70
416,Vespiquen,166,12,385,"bug, flying","pressure, unnerve","cut, gust, take-down, poison-sting, pin-missile",70,80,102,80,102,40
417,Pachirisu,142,4,39,electric,"run-away, pickup, volt-absorb","thunder-punch, cut, headbutt, take-down, tail-whip",60,45,70,45,90,95
418,Buizel,66,7,295,water,"swift-swim, water-veil","double-slap, ice-punch, razor-wind, headbutt, tackle",55,65,35,60,30,85
419,Floatzel,173,11,335,water,"swift-swim, water-veil","ice-punch, razor-wind, headbutt, tackle, body-slam",85,105,55,85,50,115
420,Cherubi,55,4,33,grass,chlorophyll,"swords-dance, tackle, take-down, double-edge, absorb",45,35,45,62,53,35
421,Cherrim-Overcast,158,5,93,grass,flower-gift,"swords-dance, tackle, take-down, double-edge, hyper-beam",70,60,70,87,78,85
422,Shellos-West,65,3,63,water,"sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, mist",76,48,48,57,62,34
423,Gastrodon-West,166,9,299,"water, ground","sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, water-gun",111,83,68,92,82,39
424,Ambipom,169,12,203,normal,"technician, pickup, skill-link","fire-punch, ice-punch, thunder-punch, scratch, cut",75,100,66,60,66,115
425,Drifloon,70,4,12,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam",90,50,34,60,44,70
426,Drifblim,174,12,150,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam",150,80,44,90,54,80
427,Buneary,70,4,55,normal,"run-away, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch",55,66,44,44,56,85
428,Lopunny,168,12,333,normal,"cute-charm, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch",65,76,84,54,96,105
429,Mismagius,173,9,44,ghost,levitate,"headbutt, growl, psybeam, hyper-beam, thunderbolt",60,60,60,105,105,105
430,Honchkrow,177,9,273,"dark, flying","insomnia, super-luck, moxie","gust, wing-attack, fly, take-down, double-edge",100,125,52,105,52,71
431,Glameow,62,5,39,normal,"limber, own-tempo, keen-eye","scratch, cut, sand-attack, headbutt, tackle",49,55,42,42,37,85
432,Purugly,158,10,438,normal,"thick-fat, own-tempo, defiant","scratch, cut, headbutt, tackle, body-slam",71,82,64,64,59,112
433,Chingling,57,2,6,psychic,levitate,"bind, tackle, wrap, double-edge, growl",45,30,50,65,50,45
434,Stunky,66,4,192,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam",63,63,47,41,41,74
435,Skuntank,168,10,380,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam",103,93,67,71,61,84
436,Bronzor,60,5,605,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, solar-beam, earthquake",57,24,86,24,86,23
437,Bronzong,175,13,1870,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, psybeam, hyper-beam",67,89,116,79,116,33
438,Bonsly,58,5,150,rock,"sturdy, rock-head, rattled","slam, headbutt, tackle, body-slam, take-down",50,80,95,10,45,10
439,Mime-Jr,62,6,130,"psychic, fairy","soundproof, filter, technician","pound, double-slap, headbutt, psybeam, solar-beam",20,25,45,70,90,60
440,Happiny,110,6,244,normal,"natural-cure, serene-grace, friend-guard","pound, headbutt, tackle, take-down, double-edge",100,5,5,15,65,30
441,Chatot,144,5,19,"normal, flying","keen-eye, tangled-feet, big-pecks","gust, fly, fury-attack, growl, sing",76,65,45,92,42,91
442,Spiritomb,170,10,1080,"ghost, dark","pressure, infiltrator","body-slam, disable, psybeam, hyper-beam, toxic",50,92,108,92,108,35
443,Gible,60,7,205,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",58,70,45,40,45,42
444,Gabite,144,14,560,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",68,90,65,50,55,82
445,Garchomp,270,19,950,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle",108,130,95,80,85,102
446,Munchlax,78,6,1050,normal,"pickup, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",135,85,40,40,85,5
447,Riolu,57,7,202,fighting,"steadfast, inner-focus, prankster","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick",40,70,40,35,40,60
448,Lucario,184,12,540,"fighting, steel","steadfast, inner-focus, justified","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick",70,110,70,115,70,90
449,Hippopotas,66,8,495,ground,"sand-stream, sand-force","whirlwind, sand-attack, headbutt, tackle, body-slam",68,72,78,38,42,32
450,Hippowdon,184,20,3000,ground,"sand-stream, sand-force","sand-attack, headbutt, tackle, body-slam, take-down",108,112,118,68,72,47
451,Skorupi,66,8,120,"poison, bug","battle-armor, sniper, keen-eye","swords-dance, cut, whirlwind, sand-attack, headbutt",40,50,90,30,55,65
452,Drapion,175,13,615,"poison, dark","battle-armor, sniper, keen-eye","swords-dance, cut, headbutt, poison-sting, pin-missile",70,90,110,60,75,95
453,Croagunk,60,7,230,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, mega-kick, headbutt",48,61,40,61,40,50
454,Toxicroak,172,13,444,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, swords-dance, cut",83,106,65,86,65,85
455,Carnivine,159,14,270,grass,levitate,"swords-dance, cut, bind, slam, vine-whip",74,100,72,90,72,46
456,Finneon,66,4,70,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump",49,49,56,49,61,66
457,Lumineon,161,12,240,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump",69,69,76,69,86,91
458,Mantyke,69,10,650,"water, flying","swift-swim, water-absorb, water-veil","wing-attack, slam, headbutt, tackle, take-down",45,20,50,60,120,50
459,Snover,67,10,505,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, stomp, headbutt",60,62,50,62,60,40
460,Abomasnow,173,22,1355,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, mega-kick, headbutt",90,92,75,92,85,60
461,Weavile,179,11,340,"dark, ice","pressure, pickpocket","mega-punch, ice-punch, scratch, swords-dance, cut",70,120,65,45,85,125
462,Magnezone,241,12,1800,"electric, steel","magnet-pull, sturdy, analytic","tackle, body-slam, take-down, double-edge, supersonic",70,70,115,130,90,60
463,Lickilicky,180,17,1400,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",110,85,95,80,95,50
464,Rhyperior,241,24,2828,"ground, rock","lightning-rod, solid-rock, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",115,140,130,55,55,40
465,Tangrowth,187,20,1286,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip",100,100,125,110,50,50
466,Electivire,243,18,1386,electric,"motor-drive, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",75,123,67,95,85,95
467,Magmortar,243,16,680,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt",75,95,67,125,95,83
468,Togekiss,245,15,380,"fairy, flying","hustle, serene-grace, super-luck","pound, mega-punch, fly, mega-kick, headbutt",85,50,95,120,115,80
469,Yanmega,180,19,515,"bug, flying","speed-boost, tinted-lens, frisk","swords-dance, gust, wing-attack, whirlwind, headbutt",86,76,86,116,56,95
470,Leafeon,184,10,255,grass,"leaf-guard, chlorophyll","pay-day, swords-dance, sand-attack, headbutt, tackle",65,110,130,60,65,95
471,Glaceon,184,8,259,ice,"snow-cloak, ice-body","pay-day, sand-attack, headbutt, tackle, body-slam",65,60,110,130,95,65
472,Gliscor,179,20,425,"ground, flying","hyper-cutter, sand-veil, poison-heal","guillotine, swords-dance, cut, wing-attack, sand-attack",75,95,125,45,75,95
473,Mamoswine,239,25,2910,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, fury-attack, tackle, body-slam, take-down",110,130,80,70,60,80
474,Porygon-Z,241,9,340,normal,"adaptability, download, analytic","tackle, take-down, double-edge, ice-beam, blizzard",85,80,70,135,75,90
475,Gallade,233,16,520,"psychic, fighting","steadfast, sharpness, justified","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",68,125,65,65,115,80
476,Probopass,184,14,3400,"rock, steel","sturdy, magnet-pull, sand-force","fire-punch, ice-punch, thunder-punch, headbutt, tackle",60,55,145,75,150,40
477,Dusknoir,236,22,1066,ghost,"pressure, frisk","mega-punch, fire-punch, ice-punch, thunder-punch, bind",45,100,135,65,135,45
478,Froslass,168,13,266,"ice, ghost","snow-cloak, cursed-body","ice-punch, headbutt, body-slam, take-down, leer",70,80,70,80,70,110
479,Rotom,154,3,3,"electric, ghost",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50,50,77,95,77,91
480,Uxie,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, psybeam",75,75,130,75,130,95
481,Mesprit,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge",80,105,105,105,105,80
482,Azelf,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge",75,125,70,125,70,115
483,Dialga,306,54,6830,"steel, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar",100,120,120,150,100,90
484,Palkia,306,42,3360,"water, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar",90,120,100,150,120,100
485,Heatran,270,17,4300,"fire, steel","flash-fire, flame-body","headbutt, body-slam, take-down, leer, roar",91,90,106,130,106,77
486,Regigigas,302,37,4200,normal,slow-start,"pound, mega-punch, fire-punch, ice-punch, thunder-punch",110,160,110,80,110,100
487,Giratina-Altered,306,45,7500,"ghost, dragon","pressure, telepathy","cut, fly, headbutt, body-slam, take-down",150,100,120,100,120,90
488,Cresselia,270,15,856,psychic,levitate,"tackle, body-slam, mist, ice-beam, psybeam",120,70,110,75,120,85
489,Phione,216,4,31,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam",80,80,80,80,80,80
490,Manaphy,270,3,14,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam",100,100,100,100,100,100
491,Darkrai,270,15,505,dark,bad-dreams,"swords-dance, cut, headbutt, disable, ice-beam",70,90,90,135,90,125
492,Shaymin-Land,270,2,21,grass,natural-cure,"swords-dance, headbutt, take-down, double-edge, hyper-beam",100,100,100,100,100,100
493,Arceus-Normal,324,32,3200,normal,multitype,"swords-dance, cut, fly, headbutt, body-slam",120,120,120,120,120,120
494,Victini,270,4,40,"psychic, fire",victory-star,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt",100,100,100,100,100,100
495,Snivy,62,6,81,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",45,45,55,45,55,63
496,Servine,145,8,160,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",60,60,75,60,75,83
497,Serperior,238,33,630,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip",75,75,95,75,95,113
498,Tepig,62,5,99,fire,"blaze, thick-fat","fire-punch, tackle, body-slam, take-down, thrash",65,63,45,45,45,45
499,Pignite,146,10,555,"fire, fighting","blaze, thick-fat","fire-punch, thunder-punch, tackle, body-slam, take-down",90,93,55,70,55,55
500,Emboar,238,16,1500,"fire, fighting","blaze, reckless","fire-punch, thunder-punch, tackle, body-slam, take-down",110,123,65,100,65,65
501,Oshawott,62,5,59,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip",55,55,45,63,45,45
502,Dewott,145,8,245,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip",75,75,60,83,60,60
503,Samurott,238,15,946,water,"torrent, shell-armor","swords-dance, cut, tackle, body-slam, take-down",95,100,85,108,70,70
504,Patrat,51,5,116,normal,"run-away, keen-eye, analytic","swords-dance, cut, slam, sand-attack, tackle",45,55,39,35,39,42
505,Watchog,147,11,270,normal,"illuminate, keen-eye, analytic","fire-punch, ice-punch, thunder-punch, swords-dance, cut",60,85,69,60,69,77
506,Lillipup,55,4,41,normal,"vital-spirit, pickup, run-away","sand-attack, tackle, take-down, leer, bite",45,60,45,25,45,55
507,Herdier,130,9,147,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar",65,80,65,35,65,60
508,Stoutland,225,12,610,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar",85,110,90,45,90,80
509,Purrloin,56,4,101,dark,"limber, unburden, prankster","pay-day, scratch, cut, sand-attack, growl",41,50,37,50,37,66
510,Liepard,156,11,375,dark,"limber, unburden, prankster","pay-day, scratch, cut, sand-attack, growl",64,88,50,88,50,106
511,Pansage,63,6,105,grass,"gluttony, overgrow","scratch, cut, vine-whip, leer, bite",50,53,48,53,48,64
512,Simisage,174,11,305,grass,"gluttony, overgrow","cut, leer, hyper-beam, low-kick, solar-beam",75,98,63,98,63,101
513,Pansear,63,6,110,fire,"gluttony, blaze","fire-punch, scratch, cut, leer, bite",50,53,48,53,48,64
514,Simisear,174,10,280,fire,"gluttony, blaze","fire-punch, cut, leer, flamethrower, hyper-beam",75,98,63,98,63,101
515,Panpour,63,6,135,water,"gluttony, torrent","ice-punch, scratch, cut, leer, bite",50,53,48,53,48,64
516,Simipour,174,10,290,water,"gluttony, torrent","ice-punch, cut, leer, surf, ice-beam",75,98,63,98,63,101
517,Munna,58,6,233,psychic,"forewarn, synchronize, telepathy","sonic-boom, psybeam, thunder-wave, toxic, psychic",76,25,45,67,55,24
518,Musharna,170,11,605,psychic,"forewarn, synchronize, telepathy","psybeam, hyper-beam, thunder-wave, toxic, psychic",116,55,85,107,95,29
519,Pidove,53,3,21,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl",50,55,50,36,30,43
520,Tranquill,125,6,150,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl",62,77,62,50,42,65
521,Unfezant,220,12,290,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl",80,115,80,65,55,93
522,Blitzle,59,8,298,electric,"lightning-rod, motor-drive, sap-sipper","stomp, double-kick, sand-attack, body-slam, take-down",45,60,32,50,32,76
523,Zebstrika,174,16,795,electric,"lightning-rod, motor-drive, sap-sipper","stomp, double-kick, sand-attack, body-slam, take-down",75,100,63,80,63,116
524,Roggenrola,56,4,180,rock,"sturdy, weak-armor, sand-force","sand-attack, headbutt, tackle, take-down, strength",55,75,85,25,25,15
525,Boldore,137,9,1020,rock,"sturdy, weak-armor, sand-force","sand-attack, headbutt, tackle, strength, earthquake",70,105,105,50,40,20
526,Gigalith,232,17,2600,rock,"sturdy, sand-stream, sand-force","sand-attack, headbutt, tackle, hyper-beam, strength",85,135,130,60,80,25
527,Woobat,65,4,21,"psychic, flying","unaware, klutz, simple","gust, fly, supersonic, thunder-wave, toxic",65,45,43,55,43,72
528,Swoobat,149,9,105,"psychic, flying","unaware, klutz, simple","gust, fly, hyper-beam, thunder-wave, toxic",67,57,55,77,55,114
529,Drilbur,66,3,85,ground,"sand-rush, sand-force, mold-breaker","scratch, swords-dance, cut, take-down, double-edge",60,85,40,30,45,68
530,Excadrill,178,7,404,"ground, steel","sand-rush, sand-force, mold-breaker","scratch, swords-dance, cut, horn-drill, body-slam",110,135,60,50,65,88
531,Audino,390,11,310,normal,"healer, regenerator, klutz","pound, double-slap, mega-punch, fire-punch, ice-punch",103,60,86,60,86,50
532,Timburr,61,6,125,fighting,"guts, sheer-force, iron-fist","pound, comet-punch, mega-punch, fire-punch, ice-punch",75,80,55,25,35,35
533,Gurdurr,142,12,400,fighting,"guts, sheer-force, iron-fist","pound, mega-punch, fire-punch, ice-punch, thunder-punch",85,105,85,40,50,40
534,Conkeldurr,227,14,870,fighting,"guts, sheer-force, iron-fist","pound, mega-punch, fire-punch, ice-punch, thunder-punch",105,140,95,55,65,45
535,Tympole,59,5,45,water,"swift-swim, hydration, water-absorb","growl, supersonic, acid, mist, hydro-pump",50,50,40,50,40,64
536,Palpitoad,134,8,170,"water, ground","swift-swim, hydration, water-absorb","growl, supersonic, acid, hydro-pump, surf",75,65,55,65,55,69
537,Seismitoad,229,15,620,"water, ground","swift-swim, poison-touch, water-absorb","mega-punch, ice-punch, mega-kick, growl, supersonic",105,95,75,85,75,74
538,Throh,163,13,555,fighting,"guts, inner-focus, mold-breaker","mega-punch, fire-punch, ice-punch, thunder-punch, bind",120,100,85,30,85,45
539,Sawk,163,14,510,fighting,"sturdy, inner-focus, mold-breaker","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch",75,125,75,30,75,85
540,Sewaddle,62,3,25,"bug, grass","swarm, chlorophyll, overcoat","razor-wind, cut, tackle, take-down, razor-leaf",45,53,70,40,60,42
541,Swadloon,133,5,73,"bug, grass","leaf-guard, chlorophyll, overcoat","cut, tackle, take-down, razor-leaf, solar-beam",55,63,90,50,80,42
542,Leavanny,225,12,205,"bug, grass","swarm, chlorophyll, overcoat","swords-dance, cut, tackle, take-down, hyper-beam",75,103,80,70,80,92
543,Venipede,52,4,53,"bug, poison","poison-point, swarm, speed-boost","take-down, double-edge, poison-sting, twineedle, pin-missile",30,45,59,30,39,57
544,Whirlipede,126,12,585,"bug, poison","poison-point, swarm, speed-boost","take-down, double-edge, poison-sting, pin-missile, solar-beam",40,55,99,40,79,47
545,Scolipede,218,25,2005,"bug, poison","poison-point, swarm, speed-boost","swords-dance, cut, take-down, double-edge, poison-sting",60,100,89,55,69,112
546,Cottonee,56,3,6,"grass, fairy","prankster, infiltrator, chlorophyll","absorb, mega-drain, leech-seed, growth, razor-leaf",40,27,60,37,50,66
547,Whimsicott,168,7,66,"grass, fairy","prankster, infiltrator, chlorophyll","gust, hyper-beam, absorb, mega-drain, leech-seed",60,67,85,77,75,116
548,Petilil,56,5,66,grass,"chlorophyll, own-tempo, leaf-guard","cut, absorb, mega-drain, leech-seed, growth",45,35,50,70,50,30
549,Lilligant,168,11,163,grass,"chlorophyll, own-tempo, leaf-guard","swords-dance, cut, hyper-beam, absorb, mega-drain",70,60,75,110,75,90
550,Basculin-Red-Striped,161,10,180,water,"reckless, adaptability, mold-breaker","cut, headbutt, tackle, take-down, thrash",70,92,65,80,55,98
551,Sandile,58,7,152,"ground, dark","intimidate, moxie, anger-point","cut, sand-attack, body-slam, take-down, thrash",50,72,35,35,35,65
552,Krokorok,123,10,334,"ground, dark","intimidate, moxie, anger-point","mega-punch, cut, mega-kick, sand-attack, body-slam",60,82,45,45,45,74
553,Krookodile,234,15,963,"ground, dark","intimidate, moxie, anger-point","mega-punch, cut, mega-kick, sand-attack, body-slam",95,117,80,65,70,92
554,Darumaka,63,6,375,fire,"hustle, inner-focus","mega-punch, fire-punch, mega-kick, headbutt, tackle",70,90,45,15,45,50
555,Darmanitan-Standard,168,13,929,fire,"sheer-force, zen-mode","mega-punch, fire-punch, mega-kick, headbutt, tackle",105,140,55,30,55,95
556,Maractus,161,10,280,grass,"water-absorb, chlorophyll, storm-drain","pin-missile, peck, absorb, mega-drain, leech-seed",75,86,67,106,67,60
557,Dwebble,65,3,145,"bug, rock","sturdy, shell-armor, weak-armor","swords-dance, cut, sand-attack, counter, strength",50,65,85,35,35,55
558,Crustle,170,14,2000,"bug, rock","sturdy, shell-armor, weak-armor","swords-dance, cut, sand-attack, hyper-beam, strength",70,105,125,65,75,45
559,Scraggy,70,6,118,"dark, fighting","shed-skin, moxie, intimidate","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",50,75,70,35,70,48
560,Scrafty,171,11,300,"dark, fighting","shed-skin, moxie, intimidate","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",65,90,115,45,115,58
561,Sigilyph,172,14,140,"psychic, flying","wonder-skin, magic-guard, tinted-lens","gust, whirlwind, fly, ice-beam, psybeam",72,58,80,103,80,97
562,Yamask,61,5,15,ghost,mummy,"disable, toxic, psychic, night-shade, double-team",38,30,85,55,65,30
563,Cofagrigus,169,17,765,ghost,mummy,"disable, hyper-beam, toxic, psychic, night-shade",58,50,145,95,105,30
564,Tirtouga,71,7,165,"water, rock","solid-rock, sturdy, swift-swim","slam, body-slam, bite, water-gun, hydro-pump",54,78,103,53,45,22
565,Carracosta,173,12,810,"water, rock","solid-rock, sturdy, swift-swim","body-slam, bite, water-gun, hydro-pump, surf",74,108,133,83,65,32
566,Archen,71,5,95,"rock, flying",defeatist,"cut, wing-attack, thrash, leer, bite",55,112,45,74,45,70
567,Archeops,177,14,320,"rock, flying",defeatist,"cut, wing-attack, fly, thrash, leer",75,140,65,112,65,110
568,Trubbish,66,6,310,poison,"stench, sticky-hold, aftermath","pound, double-slap, sand-attack, take-down, toxic",50,50,62,40,62,65
569,Garbodor,166,19,1073,poison,"stench, weak-armor, aftermath","pound, double-slap, body-slam, take-down, hyper-beam",80,95,82,60,82,75
570,Zorua,66,7,125,dark,illusion,"scratch, swords-dance, cut, take-down, leer",40,65,40,80,40,65
571,Zoroark,179,16,811,dark,illusion,"mega-punch, scratch, swords-dance, cut, mega-kick",60,105,60,120,60,105
572,Minccino,60,4,58,normal,"cute-charm, technician, skill-link","pound, double-slap, slam, take-down, tail-whip",55,50,40,40,40,75
573,Cinccino,165,5,75,normal,"cute-charm, technician, skill-link","pound, slam, take-down, double-edge, tail-whip",75,95,60,65,60,115
574,Gothita,58,4,58,psychic,"frisk, competitive, shadow-tag","pound, double-slap, psybeam, thunderbolt, thunder-wave",45,30,50,55,65,45
575,Gothorita,137,7,180,psychic,"frisk, competitive, shadow-tag","pound, double-slap, psybeam, thunderbolt, thunder-wave",60,45,70,75,85,55
576,Gothitelle,221,15,440,psychic,"frisk, competitive, shadow-tag","pound, double-slap, body-slam, psybeam, hyper-beam",70,55,95,95,110,65
577,Solosis,58,3,10,psychic,"overcoat, magic-guard, regenerator","psybeam, thunder-wave, thunder, toxic, confusion",45,30,40,105,50,20
578,Duosion,130,6,80,psychic,"overcoat, magic-guard, regenerator","psybeam, thunder-wave, thunder, toxic, confusion",65,40,50,125,60,30
579,Reuniclus,221,10,201,psychic,"overcoat, magic-guard, regenerator","mega-punch, fire-punch, ice-punch, thunder-punch, body-slam",110,65,75,125,85,30
580,Ducklett,61,5,55,"water, flying","keen-eye, big-pecks, hydration","gust, wing-attack, fly, double-edge, water-gun",62,44,50,44,50,55
581,Swanna,166,13,242,"water, flying","keen-eye, big-pecks, hydration","gust, wing-attack, fly, double-edge, water-gun",75,87,63,87,63,98
582,Vanillite,61,4,57,ice,"ice-body, snow-cloak, weak-armor","mist, ice-beam, blizzard, toxic, double-team",36,50,50,65,60,44
583,Vanillish,138,11,410,ice,"ice-body, snow-cloak, weak-armor","mist, ice-beam, blizzard, toxic, double-team",51,65,65,80,75,59
584,Vanilluxe,241,13,575,ice,"ice-body, snow-warning, weak-armor","mist, ice-beam, blizzard, hyper-beam, toxic",71,95,85,110,95,79
585,Deerling-Spring,67,6,195,"normal, grass","chlorophyll, sap-sipper, serene-grace","double-kick, jump-kick, sand-attack, headbutt, tackle",60,60,50,40,50,75
586,Sawsbuck-Spring,166,19,925,"normal, grass","chlorophyll, sap-sipper, serene-grace","swords-dance, cut, double-kick, jump-kick, sand-attack",80,100,70,60,70,95
587,Emolga,150,4,50,"electric, flying","static, motor-drive","cut, tail-whip, solar-beam, thunder-shock, thunderbolt",55,75,60,75,60,103
588,Karrablast,63,5,59,bug,"swarm, shed-skin, no-guard","swords-dance, cut, headbutt, horn-attack, fury-attack",50,75,45,40,45,60
589,Escavalier,173,10,330,"bug, steel","swarm, shell-armor, overcoat","swords-dance, cut, headbutt, fury-attack, take-down",70,135,105,60,105,20
590,Foongus,59,2,10,"grass, poison","effect-spore, regenerator","body-slam, absorb, mega-drain, growth, solar-beam",69,55,45,55,55,15
591,Amoonguss,162,6,105,"grass, poison","effect-spore, regenerator","body-slam, hyper-beam, absorb, mega-drain, growth",114,85,70,85,80,30
592,Frillish,67,12,330,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, mist, water-gun, hydro-pump",55,40,50,65,85,40
593,Jellicent,168,22,1350,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, water-gun, hydro-pump, surf",100,60,70,85,105,60
594,Alomomola,165,12,316,water,"healer, hydration, regenerator","pound, double-slap, body-slam, take-down, mist",165,75,80,40,45,65
595,Joltik,64,1,6,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, disable, absorb",50,47,50,57,50,65
596,Galvantula,165,8,143,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, hyper-beam, absorb",70,77,60,97,60,108
597,Ferroseed,61,6,188,"grass, steel",iron-barbs,"tackle, pin-missile, leech-seed, solar-beam, thunderbolt",44,50,91,24,86,10
598,Ferrothorn,171,10,1100,"grass, steel","iron-barbs, anticipation","swords-dance, cut, tackle, pin-missile, hyper-beam",74,94,131,54,116,20
599,Klink,60,3,210,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",40,55,70,45,60,30
600,Klang,154,6,510,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",60,80,95,70,85,50
601,Klinklang,234,6,810,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",60,100,115,70,85,90
602,Tynamo,55,2,3,electric,levitate,"tackle, thunder-wave, spark, charge, knock-off",35,55,40,45,40,60
603,Eelektrik,142,12,220,electric,levitate,"bind, headbutt, body-slam, take-down, thrash",65,85,70,75,70,40
604,Eelektross,232,21,805,electric,levitate,"fire-punch, thunder-punch, cut, bind, headbutt",85,115,80,105,80,50
605,Elgyem,67,5,90,psychic,"telepathy, synchronize, analytic","headbutt, growl, disable, psybeam, thunderbolt",55,55,55,85,55,30
606,Beheeyem,170,10,345,psychic,"telepathy, synchronize, analytic","headbutt, growl, psybeam, hyper-beam, thunderbolt",75,75,75,125,95,40
